음식점번호,음식점명,대표자명,도로명주소,지번주소,음식점유형,읍면동리,본번,부번,도로명,도로명본번,도로명부번,PNU코드
1422,연화식당,염복수,"퇴촌면 산수로 1292, 1층",퇴촌면 광동리 247-34번지 1층,한식,4161034021,247,34,산수로,1292,0,4.16103E+18
1423,수엠부,구릉굽더마하둘,광주대로 11-20 (역동),역동 23-35번지 역동 ,한식,4161011200,23,35,광주대로,11,20,4.16101E+18
1424,버섯클럽,황충기,곤지암읍 곤지암천로 244,곤지암읍 신대리 70-4번지 ,한식,4161025935,70,4,곤지암천로,244,0,4.16103E+18
1425,쌈싸먹어,장나윤,순암로 44 (장지동),장지동 77-8번지 지동,한식,4161011100,77,8,순암로,44,0,4.16101E+18
1426,밥마루,유세리,오포읍 매자리길 5,오포읍 매산리 224-9번지 ,정종/대포집/소주방,4161025026,224,9,매자리길,5,0,4.16103E+18
1427,얼음골토종닭,이현숙,도척면 얼음골길 42,도척면 도웅리 35-1번지 ,호프/통닭,4161033026,35,1,얼음골길,42,0,4.16103E+18
1428,성남장군보쌈족발(태전점),공성욱 외 1명,고불로 62-9 (태전동),태전동 269-12번지 태전동 ,식육(숯불구이),4161011000,269,12,고불로,62,9,4.16101E+18
1429,햄토피아,박정순,회안대로 350-7 (태전동),태전동 143-2번지 태전동 ,기타,4161011000,143,2,회안대로,350,7,4.16101E+18
1430,153무한리필고기뷔페,신경미,곤지암읍 평촌길 12-47,곤지암읍 삼리 127-6번지 ,식육(숯불구이),4161025936,127,6,평촌길,12,47,4.16103E+18
1431,동강,조도형,곤지암읍 평촌길 61,곤지암읍 삼리 410-13번지 ,중국식,4161025936,410,13,평촌길,61,0,4.16103E+18
1432,광주본갈비,조현주,경안천로 33 (송정동),송정동 94-1번지 송정동 ,한식,4161010300,94,1,경안천로,33,0,4.16101E+18
1433,이화원식당,손신자,고불로 332 (직동),직동 18-1번지 직동 ,한식,4161010900,18,1,고불로,332,0,4.16101E+18
1434,조이포(경기광주점),홍병화,광주대로 11-8 (역동),역동 26-3번지 역동 ,"외국음식전문점(인도,태국등)",4161011200,26,3,광주대로,11,8,4.16101E+18
1435,동네퓨전전집,천왕표,중앙로 210 (송정동),송정동 129-12번지 송정동 ,한식,4161010300,129,12,중앙로,210,0,4.16101E+18
1436,상주돌구이생삼겹살,유외숙,광주대로21번길 7 (역동),역동 22-36번지 역동 ,식육(숯불구이),4161011200,22,36,광주대로21번길,7,0,4.16101E+18
1437,느티나무식당,김은숙,옥토골길 60 (태전동),태전동 541-7번지 태전동 ,한식,4161011000,541,7,옥토골길,60,0,4.16101E+18
1438,그늘집,최명원,회안대로 1010-12 (송정동),송정동 474-1번지 송정동 ,한식,4161010300,474,1,회안대로,1010,12,4.16101E+18
1439,파워돈,김경숙,태봉로 10 (태전동),태전동 262-19번지 태전동 ,정종/대포집/소주방,4161011000,262,19,태봉로,10,0,4.16101E+18
1440,해질무렵,김경숙,"퇴촌면 산수로 1316, 201호 (193-1, 198-4)",퇴촌면 광동리 192-1번지 201호198동 -4,호프/통닭,4161034021,192,1,산수로,1316,0,4.16103E+18
1441,김밥나라,박봉덕,"초월읍 경충대로 921-1, 상가동 101호 (벽산블루밍아파트)",초월읍 산이리 433번지 벽산블루밍아파트 상가동 101호,분식,4161025323,433,0,경충대로,921,1,4.16103E+18
1442,도마다리,김금오,오포읍 능평로 197,오포읍 능평리 166-16번지 ,한식,4161025023,166,16,능평로,197,0,4.16103E+18
1443,채선당(오포점),강나윤,오포읍 상태길 9,오포읍 신현리 725-6번지 ,한식,4161025022,725,6,상태길,9,0,4.16103E+18
1444,밀밭칼국수,배경숙,"오포읍 능평로30번길 3-1, 지1층",오포읍 능평리 453-5번지 지1층,한식,4161025023,453,5,능평로30번길,3,1,4.16103E+18
1445,봉천막국수,나복주,"남한산성면 회안대로 1430, 1층",남한산성면 광지원리 156-2번지 1층,한식,4161037023,156,2,회안대로,1430,0,4.16104E+18
1446,다운식당,김진숙,오포읍 매자리길 132-7,오포읍 매산리 192-7번지 ,한식,4161025026,192,7,매자리길,132,7,4.16103E+18
1447,송이네뷔페,서동백,고불로 326 (직동),직동 15-1번지 직동 ,한식,4161010900,15,1,고불로,326,0,4.16101E+18
1448,다인수타,조성자,오포읍 양벌로 121,오포읍 양벌리 241-6번지 ,중국식,4161025027,241,6,양벌로,121,0,4.16103E+18
1449,명가 죽,최명임,"퇴촌면 광동로 73-8, 1층",퇴촌면 광동리 152-3번지 1층,한식,4161034021,152,3,광동로,73,8,4.16103E+18
1450,불향기,추정수,"초월읍 현산로 79, 1층",초월읍 도평리 222-20번지 1층,한식,4161025332,222,20,현산로,79,0,4.16103E+18
1451,희연출장부페,정재중,오포읍 새말길152번길 9-26,오포읍 신현리 448-3번지 ,뷔페식,4161025022,448,3,새말길152번길,9,26,4.16103E+18
1452,다전집,김철원,순암로 509 (삼동),삼동 281-18번지 삼동 ,일식,4161010700,281,18,순암로,509,0,4.16101E+18
1453,신주닭발,이윤식,"중앙로203번길 13 (송정동,1층)",송정동 122-24번지 1층,한식,4161010300,122,24,중앙로203번길,13,0,4.16101E+18
1454,킹크랩대게 전문점 청정,유미,오포읍 상태길 9,오포읍 신현리 725-6번지 ,한식,4161025022,725,6,상태길,9,0,4.16103E+18
1455,로컬local,신호진,중앙로145번길 13 (경안동),경안동 81-6번지 경안동 ,호프/통닭,4161010100,81,6,중앙로145번길,13,0,4.16101E+18
1456,옹고집숯불갈비,강성훈,파발로137번길 3 (경안동),경안동 79-3번지 경안동 ,한식,4161010100,79,3,파발로137번길,3,0,4.16101E+18
1457,추억의포장마차,나양선,탄벌길 35 (탄벌동),탄벌동 196-1번지 탄벌동 ,호프/통닭,4161010500,196,1,탄벌길,35,0,4.16101E+18
1458,관음식당,한란초,"퇴촌면 천진암로 846 (,128-16)",퇴촌면 관음리 128-10번지 128동 16호,한식,4161034022,128,10,천진암로,846,0,4.16103E+18
1459,청산,안완심,"회안대로 900, 1층 107~8호 (송정동)",송정동 337번지 호송정동 1층,한식,4161010300,337,0,회안대로,900,0,4.16101E+18
1460,양푼이김치찌개,이미애,역동로 18 (역동),역동 39-2번지 역동 ,탕류(보신용),4161011200,39,2,역동로,18,0,4.16101E+18
1461,(주)지오 블루버드컨트리클럽 클럽하우스 대식당,박영대,곤지암읍 오향길 180,곤지암읍 오향리 156-1번지 ,한식,4161025933,156,1,오향길,180,0,4.16103E+18
1462,신현식당,한석순,"오포읍 문형산길 115, 1층",오포읍 신현리 153-2번지 1층,한식,4161025022,153,2,문형산길,115,0,4.16103E+18
1463,대박,김미식,곤지암읍 곤지암로 13,곤지암읍 곤지암리 343-22번지 ,한식,4161025921,343,22,곤지암로,13,0,4.16103E+18
1464,청미정삼겹마을,심미숙,중앙로203번길 10 (송정동),송정동 122-4번지 송정동 ,한식,4161010300,122,4,중앙로203번길,10,0,4.16101E+18
1465,방자네남원추어탕. 매운코다리찜,임현옥,곤지암읍 경충대로 680,곤지암읍 삼리 6-24번지 ,한식,4161025936,6,24,경충대로,680,0,4.16103E+18
1466,별난고기,김형석,광주대로 90 (송정동),송정동 67-41번지 송정동 ,한식,4161010300,67,41,광주대로,90,0,4.16101E+18
1467,라라감자탕,장삼찬,오포읍 양벌로 103,오포읍 양벌리 213-4번지 ,한식,4161025027,213,4,양벌로,103,0,4.16103E+18
1468,본가우삼겹(광주경안점),박학정,경안로 14-2 (경안동),경안동 24-2번지 경안동 ,한식,4161010100,24,2,경안로,14,2,4.16101E+18
1469,신전떡볶이,김현옥,수하길11번길 2 (송정동),송정동 70-1번지 송정동 ,분식,4161010300,70,1,수하길11번길,2,0,4.16101E+18
1470,용인토종순대국,권옥숙,도척면 도척로 337,도척면 진우리 478-1번지 ,탕류(보신용),4161033028,478,1,도척로,337,0,4.16103E+18
1471,닭터네,윤영숙,"태봉로 26, 105호 (태전동, 대한상가)",태전동 261-14번지 대한상가 105호,호프/통닭,4161011000,261,14,태봉로,26,0,4.16101E+18
1472,맥켄치킨,임봉순,경안로25번길 44 (역동),역동 2-8번지 역동 ,호프/통닭,4161011200,2,8,경안로25번길,44,0,4.16101E+18
1473,"주문진생선구이,찌개",윤옥한,중앙로 307-3 (송정동),송정동 334-10번지 송정동 ,한식,4161010300,334,10,중앙로,307,3,4.16101E+18
1474,준라이브,전하연,"중앙로145번길 18-1, 지하1층 (경안동)",경안동 82-27번지 하1층  경안동,호프/통닭,4161010100,82,27,중앙로145번길,18,1,4.16101E+18
1475,항아리포차,김미자,"고불로 76, 102호 (태전동)",태전동 272-6번지 태전동 102호,한식,4161011000,272,6,고불로,76,0,4.16101E+18
1476,비비큐,신정오,초월읍 경충대로 1081-36,초월읍 쌍동리 184번지 ,호프/통닭,4161025322,184,0,경충대로,1081,36,4.16103E+18
1477,처가집 양념통닭,국선자,초월읍 경충대로 1258,초월읍 대쌍령리 191-6번지 ,통닭(치킨),4161025321,191,6,경충대로,1258,0,4.16103E+18
1479,또래식당,정인순,오포읍 문형동림길 20,오포읍 문형리 658-5번지 ,한식,4161025024,658,5,문형동림길,20,0,4.16103E+18
1480,홍익화로구이,강경훈,이배재로 473 (목현동),목현동 360번지 목현동 ,한식,4161010600,360,0,이배재로,473,0,4.16101E+18
1481,투다리양벌점,성소희,오포읍 마루들길 228,오포읍 양벌리 367-5번지 ,호프/통닭,4161025027,367,5,마루들길,228,0,4.16103E+18
1482,대독장,유현옥,오포읍 신현로 28,오포읍 신현리 709-1번지 ,한식,4161025022,709,1,신현로,28,0,4.16103E+18
1483,웰빙하우스,김재분,수하길11번길 3-2 (송정동),송정동 71-16번지 송정동 ,한식,4161010300,71,16,수하길11번길,3,2,4.16101E+18
1484,맛터숯불구이,김현주,오포읍 양촌길 183,오포읍 양벌리 734-5번지 ,한식,4161025027,734,5,양촌길,183,0,4.16103E+18
1485,짱손만두,서명순,경안로25번길 36 (역동),역동 2-2번지 역동 ,분식,4161011200,2,2,경안로25번길,36,0,4.16101E+18
1486,하우스홀드,이진옥,"오포읍 오포로 485, 1층",오포읍 문형리 462-1번지 1층,패스트푸드,4161025024,462,1,오포로,485,0,4.16103E+18
1487,육감만족 송정점,양진규,송정로 11 (송정동),송정동 139-8번지 송정동 ,한식,4161010300,139,8,송정로,11,0,4.16101E+18
1488,두리아,김인아,퇴촌면 도지울길 10,퇴촌면 도수리 618-17번지 ,한식,4161034025,618,17,도지울길,10,0,4.16103E+18
1489,생태한마리,박은숙,초월읍 산수로 542,초월읍 신월리 441-1번지 ,한식,4161025328,441,1,산수로,542,0,4.16103E+18
1490,롯데리아 광주퇴촌점,이은우,퇴촌면 천진암로 354,퇴촌면 광동리 182-5번지 ,기타,4161034021,182,5,천진암로,354,0,4.16103E+18
1491,쌍용포차,김영순,곤지암읍 곤지암로 111,곤지암읍 곤지암리 456-17번지 ,감성주점,4161025921,456,17,곤지암로,111,0,4.16103E+18
1492,소문난밥상,정인숙,도척면 마도로 263,도척면 유정리 223-1번지 ,한식,4161033022,223,1,마도로,263,0,4.16103E+18
1493,커피&커피,신명구,남종면 산수로 1620-4,남종면 분원리 146-6번지 ,까페,4161035021,146,6,산수로,1620,4,4.16104E+18
1494,청도양꼬치샤브샤브,최연화,"오포읍 새말길 45-1, 1층",오포읍 신현리 648-4번지 1층,한식,4161025022,648,4,새말길,45,1,4.16103E+18
1495,설천,임인복,남종면 산수로 1603,남종면 분원리 59번지 ,한식,4161035021,59,0,산수로,1603,0,4.16104E+18
1496,전주주점식당,김미순,"오포읍 양벌로 315, 지하층",오포읍 양벌리 604-5번지 하층,한식,4161025027,604,5,양벌로,315,0,4.16103E+18
1497,하카세,김창희,포돌이로 9 (탄벌동),경안동 433-20번지 탄벌동 ,호프/통닭,4161010100,433,20,포돌이로,9,0,4.16101E+18
1498,달무리,최성욱,오포읍 오포로 115-1,오포읍 능평리 152-20번지 ,호프/통닭,4161025023,152,20,오포로,115,1,4.16103E+18
1499,페리카나치킨퇴촌점,이영미,퇴촌면 광동로 97,퇴촌면 광동리 175-1번지 ,통닭(치킨),4161034021,175,1,광동로,97,0,4.16103E+18
1500,강산하늘이네,이철규,초월읍 경충대로 1118 (2층),초월읍 쌍동리 253-95번지 2층,한식,4161025322,253,95,경충대로,1118,0,4.16103E+18
1501,시밀레,이보석,중앙로 69-6 (역동),역동 27-101번지 역동 ,한식,4161011200,27,101,중앙로,69,6,4.16101E+18
1502,채향원,황보영숙,오포읍 봉골길171번길 8,오포읍 문형리 17번지 ,한식,4161025024,17,0,봉골길171번길,8,0,4.16103E+18
1503,몽고반점,윤미순,초월읍 산수로 192,초월읍 선동리 280-1번지 ,중국식,4161025326,280,1,산수로,192,0,4.16103E+18
1504,초가,유장선,남한산성면 남한산성로 763-34,남한산성면 산성리 473-1번지 ,한식,4161037021,473,1,남한산성로,763,34,4.16104E+18
1505,광릉불고기,이장수 외 1명,도척면 도척로 575,도척면 노곡리 234-7번지 ,한식,4161033021,234,7,도척로,575,0,4.16103E+18
1506,반가포차,반점례,오포읍 양벌로 127,오포읍 양벌리 240-1번지 ,한식,4161025027,240,1,양벌로,127,0,4.16103E+18
1507,누나홀닭(경기광주점),이수정,경안안길 78 (경안동),경안동 35-10번지 경안동 ,통닭(치킨),4161010100,35,10,경안안길,78,0,4.16101E+18
1508,주막한식부페,김미영,도척면 도척로 332,도척면 진우리 470-3번지 ,탕류(보신용),4161033028,470,3,도척로,332,0,4.16103E+18
1509,해변의꽃게(광주점),염용식,초월읍 경충대로 1126,초월읍 쌍동리 253-15번지 ,한식,4161025322,253,15,경충대로,1126,0,4.16103E+18
1510,BBQ광주도척점,최현우,"도척면 노곡로 19, 1층",도척면 노곡리 221-10번지 1층,통닭(치킨),4161033021,221,10,노곡로,19,0,4.16103E+18
1511,나리손짜장,이영아,퇴촌면 천진암로 342,퇴촌면 광동리 182-3번지 ,중국식,4161034021,182,3,천진암로,342,0,4.16103E+18
1512,궁터돌판보쌈,손정희,퇴촌면 천진암로 653-3,퇴촌면 관음리 328-9번지 ,한식,4161034022,328,9,천진암로,653,3,4.16103E+18
1513,남도숯불고기,김해란,오포읍 오포로520번길 11,오포읍 문형리 375-10번지 ,한식,4161025024,375,10,오포로520번길,11,0,4.16103E+18
1514,천하구이,원경자,고불로 65 (태전동),태전동 262-1번지 태전동 ,식육(숯불구이),4161011000,262,1,고불로,65,0,4.16101E+18
1515,또래오래(곤지암점),강문일,곤지암읍 평촌길 30-13,곤지암읍 삼리 134-1번지 ,통닭(치킨),4161025936,134,1,평촌길,30,13,4.16103E+18
1516,봉낭김밥,조복남,퇴촌면 산수로 1314,퇴촌면 광동리 197-3번지 ,분식,4161034021,197,3,산수로,1314,0,4.16103E+18
1517,꽃담우,김현정,오포읍 신현로 44,오포읍 신현리 709-5번지 ,한식,4161025022,709,5,신현로,44,0,4.16103E+18
1518,골목안찜,최미숙,"벌원길 82, 상가동 1층 112호 (탄벌동, 동보아파트)",탄벌동 701-1번지 동보아파트 상가동 1층  112호,한식,4161010500,701,1,벌원길,64,5,4.16101E+18
1519,닭한마리,이선옥,"곤지암읍 독고개길 52, 1층",곤지암읍 삼리 262-1번지 1층,통닭(치킨),4161025936,262,1,독고개길,52,0,4.16103E+18
1520,S라이브,박혜영,"중앙로 210, 동우빌딩 지1층 (송정동)",송정동 129-12번지 동우빌딩 지1층  송정동,정종/대포집/소주방,4161010300,129,12,중앙로,210,0,4.16101E+18
1521,김영희동태찜 코다리냉면,조윤진,고불로 464 (삼동),삼동 255-1번지 삼동 ,한식,4161010700,255,1,고불로,464,0,4.16101E+18
1522,하나정한우명가,김창수,곤지암읍 경충대로 849,곤지암읍 삼리 177-3번지 ,한식,4161025936,177,3,경충대로,849,0,4.16103E+18
1523,돌쇠네흑염소삼채냉면,정순월,초월읍 산수로 6,초월읍 산이리 80-4번지 ,한식,4161025323,80,4,산수로,6,0,4.16103E+18
1524,짱순네,이미경,오포읍 마루들길 231,오포읍 양벌리 324-2번지 ,분식,4161025027,324,2,마루들길,231,0,4.16103E+18
1525,굽네치킨(초월점),염준호,초월읍 경충대로1127번길 55 (초월 이편한세상 B106호),초월읍 쌍동리 394번지 초월E편한세상2차아파트 B106호,통닭(치킨),4161025322,394,0,경충대로1127번길,65,0,4.16103E+18
1526,매일식당,이미숙,도척면 저수지길 9,도척면 진우리 413-15번지 ,한식,4161033028,413,15,저수지길,9,0,4.16103E+18
1527,골목집소머리국밥,전태근,곤지암읍 곤지암로50번길 16,곤지암읍 곤지암리 443-10번지 ,한식,4161025921,443,10,곤지암로50번길,16,0,4.16103E+18
1528,동강민물매운탕,문희선,"이배재로 414-6 (목현동,1층)",목현동 259-2번지 1층,탕류(보신용),4161010600,259,2,이배재로,414,6,4.16101E+18
1529,고향손칼국수,최희월,경충대로 1462 (쌍령동),쌍령동 187-4번지 쌍령동 ,한식,4161010200,187,4,경충대로,1462,0,4.16101E+18
1530,굽네치킨(오포점),최종숙,오포읍 양벌로 295,오포읍 양벌리 562-8번지 ,통닭(치킨),4161025027,562,8,양벌로,295,0,4.16103E+18
1531,다모여식당,강봉의,도척면 독고개길302번길 5-4,도척면 도웅리 241-2번지 ,한식,4161033026,241,2,독고개길302번길,5,4,4.16103E+18
1532,명가네,윤순덕,오포읍 오포로 423 ((1층)),오포읍 문형리 566-9번지 1층,한식,4161025024,566,9,오포로,423,0,4.16103E+18
1533,해적선회포차,석봉숙,"경안안길 6, 1층 (탄벌동, 좌측)",경안동 440-6번지 좌측 1층,한식,4161010100,440,6,경안안길,6,0,4.16101E+18
1534,도토리산장,진소라,"남한산성면 남한산성로 714, 1층",남한산성면 산성리 132번지 1층,한식,4161037021,132,0,남한산성로,714,0,4.16104E+18
