업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,업태명
휴게음식점,2016-11-24,애견카페리버티벨(로얄),"서울특별시 중랑구 망우로 247, 1층 (중화동)",서울특별시 중랑구 중화동 207 ,82.5,커피숍
휴게음식점,2016-11-28,이마트24상봉중앙점,"서울특별시 중랑구 중랑천로10길 49-13, 1층 (상봉동)",서울특별시 중랑구 상봉동 130-47 ,12,편의점
휴게음식점,2016-12-01,원조호떡할머니분식,서울특별시 중랑구 동일로139다길 40 (중화동),서울특별시 중랑구 중화동 308-88 ,16.5,일반조리판매
휴게음식점,2016-12-05,세븐일레븐 중랑스마트빌점,"서울특별시 중랑구 망우로36길 26, B동 101호 (상봉동, 스마트빌)",서울특별시 중랑구 상봉동 129-19 ,20,편의점
휴게음식점,2016-12-08,에스엠(SM) PC방,"서울특별시 중랑구 망우로 192, 3층 (상봉동)",서울특별시 중랑구 상봉동 136-1 ,10,기타 휴게음식점
휴게음식점,2016-12-09,못난이꽈배기,서울특별시 중랑구 중랑역로 47 (중화동),서울특별시 중랑구 중화동 316-1 ,21,일반조리판매
휴게음식점,2016-12-15,롯데리아 중화역점,서울특별시 중랑구 동일로 802 (중화동),서울특별시 중랑구 중화동 286-25 ,181.44,패스트푸드
휴게음식점,2016-12-19,봉봉토스트,서울특별시 중랑구 신내로 65-1 (신내동),서울특별시 중랑구 신내동 571-20 ,13.3,일반조리판매
휴게음식점,2016-12-22,플로워(1st FLOOR),"서울특별시 중랑구 봉화산로3길 68, B동 101호 (중화동, 경일리치빌)",서울특별시 중랑구 중화동 309-84 ,20.46,커피숍
휴게음식점,2016-12-23,커피602,서울특별시 중랑구 중랑역로13길 14 (중화동),서울특별시 중랑구 중화동 318-11 ,23.1,커피숍
휴게음식점,2016-12-26,명성왕족발,서울특별시 중랑구 사가정로50길 51 (면목동),서울특별시 중랑구 면목동 632-2 ,26,일반조리판매
휴게음식점,2016-12-30,모퉁이,서울특별시 중랑구 봉우재로 172 (면목동),서울특별시 중랑구 면목동 89-5 ,26.4,커피숍
휴게음식점,2016-09-30,공정무역평화다방,"서울특별시 중랑구 면목로 270, 개미어린이집 (면목동)",서울특별시 중랑구 면목동 354-5 개미어린이집 ,23.1,커피숍
휴게음식점,2017-01-02,피자스쿨 상봉점,서울특별시 중랑구 망우로32길 20 (상봉동),서울특별시 중랑구 상봉동 130-5 ,29.7,패스트푸드
휴게음식점,2017-01-03,지에스(GS)25 망우금호,서울특별시 중랑구 망우로 504 (망우동),서울특별시 중랑구 망우동 133-7 ,9.9,편의점
휴게음식점,2017-01-03,지에스(GS)25 망우으뜸,서울특별시 중랑구 망우로68길 56 (망우동),서울특별시 중랑구 망우동 364-39 ,9.9,편의점
휴게음식점,2017-01-16,커피나무 먹골역점,"서울특별시 중랑구 동일로 887, 104호 (묵동)",서울특별시 중랑구 묵동 244-149 외 2필지 ,47.68,커피숍
휴게음식점,2017-01-18,팔공티,"서울특별시 중랑구 망우로 385, 1층 (상봉동)",서울특별시 중랑구 상봉동 74-2 ,13.2,커피숍
휴게음식점,2017-01-31,지에스(GS)25 묵동행복,"서울특별시 중랑구 봉화산로3길 103, 1층 (묵동)",서울특별시 중랑구 묵동 248-4 ,9.9,편의점
휴게음식점,2017-01-31,GS25 사가정스타점,"서울특별시 중랑구 면목로45길 8, 1층 (면목동)",서울특별시 중랑구 면목동 497-16 ,6.6,편의점
휴게음식점,2017-02-02,홍루이젠먹골역점,서울특별시 중랑구 공릉로 19 (묵동),서울특별시 중랑구 묵동 175-6 ,26.21,일반조리판매
휴게음식점,2017-02-10,아바커피,"서울특별시 중랑구 중랑천로10길 12, 1층 (면목동)",서울특별시 중랑구 면목동 186-122 ,53.75,커피숍
휴게음식점,2017-02-20,아리랑핫도그중랑점 떼루와중랑점 이슈,"서울특별시 중랑구 망우로 214, 1층 (상봉동, 우도빌딩)",서울특별시 중랑구 상봉동 129-3 ,49.5,커피숍
휴게음식점,2017-02-21,블링블링,"서울특별시 중랑구 동일로96길 21, 1층 (면목동)",서울특별시 중랑구 면목동 152-60 ,22.05,커피숍
휴게음식점,2017-03-03,(주)플레이타임그룹홈플러스상봉점상상노리맘스카페,"서울특별시 중랑구 망우로 353, 지하2층 (상봉동, 홈플러스)",서울특별시 중랑구 상봉동 500 ,36.36,키즈카페
휴게음식점,2017-03-09,(주)커피빈코리아 상봉역점,"서울특별시 중랑구 망우로 291, 1층 (상봉동)",서울특별시 중랑구 상봉동 100-17 ,165,커피숍
휴게음식점,2017-03-13,신참떡볶이(중랑동부시장점),서울특별시 중랑구 망우로32길 23 (상봉동),서울특별시 중랑구 상봉동 129-9 ,43.14,일반조리판매
휴게음식점,2017-03-13,점핑파티,"서울특별시 중랑구 면목로 357, 3층 (면목동)",서울특별시 중랑구 면목동 499-4 ,40,키즈카페
휴게음식점,2017-03-14,GS25면목두성점,서울특별시 중랑구 겸재로9길 54 (면목동),서울특별시 중랑구 면목동 179-98 ,9.9,편의점
휴게음식점,2017-03-14,GS25상봉송림점,서울특별시 중랑구 송림길 5 (상봉동),서울특별시 중랑구 상봉동 49-11 ,9.9,편의점
휴게음식점,2017-03-15,꿈노리,"서울특별시 중랑구 동일로 778, 2층 (중화동)",서울특별시 중랑구 중화동 288-27 ,59.4,키즈카페
휴게음식점,2017-03-16,브라운베이커리,서울특별시 중랑구 사가정로50길 51 (면목동),서울특별시 중랑구 면목동 632-2 ,30,커피숍
휴게음식점,2017-03-16,윈플러스PC방,"서울특별시 중랑구 신내로14길 22, 3층 (신내동)",서울특별시 중랑구 신내동 587-4 ,10,일반조리판매
휴게음식점,2017-03-23,세븐일레븐 사가정로점,서울특별시 중랑구 사가정로50길 6 (면목동),서울특별시 중랑구 면목동 637-5 ,6,편의점
휴게음식점,2017-03-24,파파존스피자(중화점),"서울특별시 중랑구 동일로 836, 1층 (중화동)",서울특별시 중랑구 중화동 283-1 ,39.95,패스트푸드
휴게음식점,2017-03-29,명랑쌀핫도그,서울특별시 중랑구 사가정로52길 20 (면목동),서울특별시 중랑구 면목동 649-22 ,26,일반조리판매
휴게음식점,2017-04-07,딜리셔스플라워,"서울특별시 중랑구 상봉로 11, 1층 (면목동)",서울특별시 중랑구 면목동 68-11 ,20.73,커피숍
휴게음식점,2017-04-10,왁카노,"서울특별시 중랑구 봉우재로 53, 1층 (면목동)",서울특별시 중랑구 면목동 183-43 ,17.37,커피숍
휴게음식점,2017-04-20,지에스25묵동이편한점,"서울특별시 중랑구 숙선옹주로9길 45-8, 101호 (묵동)",서울특별시 중랑구 묵동 50-3 ,10,편의점
휴게음식점,2017-04-24,GS25상봉봉우점,서울특별시 중랑구 봉우재로 157 (상봉동),서울특별시 중랑구 상봉동 85-41 ,6.6,편의점
휴게음식점,2017-04-25,카페딜리노,"서울특별시 중랑구 용마산로112길 90, 1층 (망우동)",서울특별시 중랑구 망우동 152-1 ,33,커피숍
휴게음식점,2017-04-26,별담은달그릇,"서울특별시 중랑구 중랑천로 332 (묵동, 중랑천)",서울특별시 중랑구 묵동 378 ,10,푸드트럭
휴게음식점,2017-04-27,푸드트럭한끼,"서울특별시 중랑구 중랑천로 332 (묵동, 중랑천)",서울특별시 중랑구 묵동 378 ,8,푸드트럭
휴게음식점,2017-04-27,GS25묵동신안점,"서울특별시 중랑구 공릉로2길 47, 101-102호 (묵동, 신안1차아파트 상가)",서울특별시 중랑구 묵동 381 ,9.9,편의점
휴게음식점,2017-05-01,서브웨이 중랑역점,"서울특별시 중랑구 망우로 203, 128호 (중화동, 중화동주상복합)",서울특별시 중랑구 중화동 208-33 ,59.77,패스트푸드
휴게음식점,2017-05-02,(주)푸드앤푸레쉬,"서울특별시 중랑구 상봉로 118 (망우동, 이마트상봉점)",서울특별시 중랑구 망우동 506-1 이마트상봉점 ,27,일반조리판매
휴게음식점,2017-05-04,매머드커피 서일대점(120호),"서울특별시 중랑구 용마산로90길 28, 엘동 1층 (면목동, 서일대학)",서울특별시 중랑구 면목동 49-3 ,73,커피숍
휴게음식점,2017-05-10,카페브로딩,"서울특별시 중랑구 상봉로 89, 1층 (면목동)",서울특별시 중랑구 면목동 89-7 ,25.7,커피숍
휴게음식점,2017-05-11,아이엠토스트(I AM TOAST)묵동점,"서울특별시 중랑구 공릉로2길 18, 1층 (묵동)",서울특별시 중랑구 묵동 177-20 ,15,일반조리판매
휴게음식점,2017-05-11,오!브라더스,서울특별시 중랑구 동일로143길 45 (중화동),서울특별시 중랑구 중화동 309-76 76 ,30,일반조리판매
휴게음식점,2017-05-19,올유니드 면목점,"서울특별시 중랑구 겸재로3길 34, 1층 (면목동)",서울특별시 중랑구 면목동 177-130 ,31,커피숍
휴게음식점,2017-05-23,엔큐브면목점,"서울특별시 중랑구 동일로 492, 4층 (면목동)",서울특별시 중랑구 면목동 720-6 ,9.9,기타 휴게음식점
휴게음식점,2017-05-29,이츠굿 베이커리카페 신내점,"서울특별시 중랑구 봉화산로56길 86, B동 106호 (신내동, 아지0213)",서울특별시 중랑구 신내동 462-4 ,59.88,커피숍
휴게음식점,2017-06-02,세븐일레븐(위더스점),"서울특별시 중랑구 공릉로4길 4, 101동 101호 (묵동, 묵동해오름아파트상가)",서울특별시 중랑구 묵동 174-9 ,6.6,편의점
휴게음식점,2017-06-05,씨유신내IC점,서울특별시 중랑구 용마산로139가길 16 (신내동),서울특별시 중랑구 신내동 344-1 ,6.6,편의점
휴게음식점,2017-06-08,콩툰 중화점,"서울특별시 중랑구 망우로 218, 2층 (상봉동)",서울특별시 중랑구 상봉동 129-2 ,66,커피숍
휴게음식점,2017-06-19,미어(MEER)상봉점,"서울특별시 중랑구 봉우재로33길 16, 1층 (상봉동)",서울특별시 중랑구 상봉동 106-29 ,29,커피숍
휴게음식점,2017-06-19,이디야 중랑교차로점,"서울특별시 중랑구 동일로 683, 1층 (면목동)",서울특별시 중랑구 면목동 183-37 ,70.8,커피숍
휴게음식점,2017-06-29,GS25면목행운점,서울특별시 중랑구 겸재로54길 38 (면목동),서울특별시 중랑구 면목동 106-38 ,3.3,편의점
휴게음식점,2017-06-29,일루쏘(illuso),"서울특별시 중랑구 숙선옹주로3길 29, B02호 (묵동, 아데나팰리스)",서울특별시 중랑구 묵동 303-4 ,39.1,일반조리판매
휴게음식점,2017-07-14,커피마마,"서울특별시 중랑구 봉화산로56길 14, 1층 (신내동, 대유빌딩)",서울특별시 중랑구 신내동 382-4 ,165,커피숍
휴게음식점,2017-07-19,GS25면목타운점,"서울특별시 중랑구 겸재로24길 9, 1층 (면목동)",서울특별시 중랑구 면목동 149-12 ,3.3,편의점
휴게음식점,2017-07-25,카페지오,"서울특별시 중랑구 신내역로1길 85, 110동 상가 104호 (신내동, 신내우디안1단지)",서울특별시 중랑구 신내동 816 ,34.76,커피숍
휴게음식점,2017-07-28,달콤한가게,"서울특별시 중랑구 망우로73길 79, 1층 (망우동)",서울특별시 중랑구 망우동 352-2 1층 ,27,일반조리판매
휴게음식점,2017-07-31,GS25묵동자이점,"서울특별시 중랑구 숙선옹주로 6-9, 1층 125호 (묵동, 묵동자이1단지)",서울특별시 중랑구 묵동 164-4 ,16.5,편의점
휴게음식점,2017-08-01,몰빵 중화역지점,"서울특별시 중랑구 동일로 지하 797, 지하1층 105호 (중화동, 7호선 중화역)",서울특별시 중랑구 중화동 50-3 ,36.7,철도역구내
휴게음식점,2017-08-01,GS25면목점,서울특별시 중랑구 면목로 341 (면목동),서울특별시 중랑구 면목동 497-7 ,10,편의점
휴게음식점,2017-08-01,바리스타폴 커피칸타타,"서울특별시 중랑구 봉화산로 194, 364호 (신내동, 신아타운)",서울특별시 중랑구 신내동 666 ,14.82,커피숍
휴게음식점,2017-08-01,GS25면목수성점,서울특별시 중랑구 봉우재로26길 32 (면목동),서울특별시 중랑구 면목동 138-2 외 1필지 ,6.6,편의점
휴게음식점,2017-08-01,GS25면목샘터점,서울특별시 중랑구 면목로21길 9 (면목동),서울특별시 중랑구 면목동 398-1 ,6.6,편의점
휴게음식점,2017-08-02,토마토(아이스크림할인점),"서울특별시 중랑구 양원역로 17, 1층 (망우동)",서울특별시 중랑구 망우동 136-1 외 1필지 ,4.8,기타 휴게음식점
휴게음식점,2017-08-04,커피아이디아(COFFEE IDEA),"서울특별시 중랑구 용마산로 482, 101호 (망우동, 플러스빌)",서울특별시 중랑구 망우동 410-17 ,46.32,커피숍
휴게음식점,2017-08-04,GS25면목금성점,서울특별시 중랑구 봉우재로20가길 27 (면목동),서울특별시 중랑구 면목동 134-8 ,6,편의점
휴게음식점,2017-08-22,GS 묵동공룡점,"서울특별시 중랑구 동일로 855, 지상1층 (묵동)",서울특별시 중랑구 묵동 245-8 ,6.6,일반조리판매
휴게음식점,2017-08-22,미니스톱먹골역점,"서울특별시 중랑구 동일로157길 32, 지상1층 (묵동)",서울특별시 중랑구 묵동 240-47 ,16.52,일반조리판매
휴게음식점,2017-08-22,CU 상봉건영점,서울특별시 중랑구 신내로7나길 20 (상봉동),서울특별시 중랑구 상봉동 40-6 ,4,일반조리판매
휴게음식점,2017-08-24,디저트아카데미,"서울특별시 중랑구 망우로36길 38, 102호 (상봉동)",서울특별시 중랑구 상봉동 127-15 102호,83.81,기타 휴게음식점
휴게음식점,2017-09-04,본까페,서울특별시 중랑구 면목로 397 (면목동),서울특별시 중랑구 면목동 115-18 ,39.33,커피숍
휴게음식점,2017-09-04,에데니스,"서울특별시 중랑구 망우로 183, 1층 (중화동)",서울특별시 중랑구 중화동 209-7 ,71.51,커피숍
휴게음식점,2017-09-05,만랩커피묵동점,,서울특별시 중랑구 묵동 81-17 12호,32,커피숍
휴게음식점,2017-09-20,삼떡 & 삼꼬치,서울특별시 중랑구 망우로73길 51 (망우동),서울특별시 중랑구 망우동 349-5 ,25.46,기타 휴게음식점
휴게음식점,2017-09-20,크러쉬온유,서울특별시 중랑구 겸재로23길 17 (면목동),서울특별시 중랑구 면목동 147-1 ,23,커피숍
휴게음식점,2017-09-20,GS25면목공원점,"서울특별시 중랑구 중랑천로10길 20, 1층 (면목동)",서울특별시 중랑구 면목동 186-21 ,76.51,편의점
휴게음식점,2017-09-21,진고로케,"서울특별시 중랑구 면목로 463, 1층 (상봉동)",서울특별시 중랑구 상봉동 109 ,16,일반조리판매
휴게음식점,2017-09-27,달봉이네,"서울특별시 중랑구 면목로 369, 1층 (면목동)",서울특별시 중랑구 면목동 502-3 ,25,커피숍
휴게음식점,2017-10-10,백남옥달인손만두,"서울특별시 중랑구 봉화산로 49, 1층 (중화동)",서울특별시 중랑구 중화동 286-24 ,26.4,기타 휴게음식점
휴게음식점,2017-10-11,채담,"서울특별시 중랑구 면목로48길 30, 1층 (면목동)",서울특별시 중랑구 면목동 462-1 ,11,일반조리판매
휴게음식점,2017-10-12,웨슬리커피앤티,"서울특별시 중랑구 면목로28길 23, 1층 (면목동)",서울특별시 중랑구 면목동 371-44 ,14.69,커피숍
휴게음식점,2017-10-13,베스트빈커피,"서울특별시 중랑구 동일로 761, 1층 (중화동)",서울특별시 중랑구 중화동 301-25 ,46.95,커피숍
휴게음식점,2017-10-16,위치커피중랑망우점,"서울특별시 중랑구 망우로71길 15, 1층 (망우동)",서울특별시 중랑구 망우동 356-35 ,41.16,커피숍
휴게음식점,2017-10-17,쁘띠크로아상,"서울특별시 중랑구 신내역로1길 142, 1층 (신내동)",서울특별시 중랑구 신내동 214-4 ,39.93,커피숍
휴게음식점,2017-10-17,다올북카페,"서울특별시 중랑구 동일로134길 17, 2층 (중화동, 중화1동주민센터 )",서울특별시 중랑구 중화동 287-3 ,59,커피숍
휴게음식점,2017-10-20,CU상봉사랑점,"서울특별시 중랑구 면목로92라길 15-2, C동 101호 (상봉동, 대성쉐르빌 )",서울특별시 중랑구 상봉동 102-37 ,6.6,편의점
휴게음식점,2017-10-25,GS25면목지구점,"서울특별시 중랑구 겸재로15길 44, 1층 (면목동)",서울특별시 중랑구 면목동 140-52 ,85,편의점
휴게음식점,2017-10-26,CU망우사랑점,"서울특별시 중랑구 봉우재로57길 33, 1층 (망우동)",서울특별시 중랑구 망우동 508-21 ,6.6,일반조리판매
휴게음식점,2017-11-01,세븐일레븐묵동화랑점,"서울특별시 중랑구 공릉로12가길 27, 1층 (묵동)",서울특별시 중랑구 묵동 156-24 영광암 ,6.6,편의점
휴게음식점,2017-11-02,GS25중랑면목점,"서울특별시 중랑구 면목로36길 14, 1층 (면목동)",서울특별시 중랑구 면목동 364-1 원일마트 ,6.6,편의점
휴게음식점,2017-11-03,레인보우잇,"서울특별시 중랑구 사가정로 지하 393, 지하3층 (면목동)",서울특별시 중랑구 면목동 495 사가정역 ,63,기타 휴게음식점
휴게음식점,2017-11-09,시즌(season),"서울특별시 중랑구 사가정로49길 62, 1층 (면목동)",서울특별시 중랑구 면목동 499-29 팜2약국 ,54.77,커피숍
휴게음식점,2017-11-23,묵동할머니떡볶이,"서울특별시 중랑구 공릉로12가길 14, 1층 (묵동)",서울특별시 중랑구 묵동 57-1 ,30,일반조리판매
휴게음식점,2017-12-12,허니네카페(cafe),"서울특별시 중랑구 상봉중앙로6나길 3, 1층 (상봉동)",서울특별시 중랑구 상봉동 272-6 ,61.54,커피숍
휴게음식점,2017-12-15,던킨도너츠,"서울특별시 중랑구 망우로55길 11-10, 망우역 맞이방 3층 (상봉동)",서울특별시 중랑구 상봉동 172 ,20.8,기타 휴게음식점
휴게음식점,2017-12-20,GS25시상봉센터점,"서울특별시 중랑구 상봉로19길 20, 마트 1층 (면목동)",서울특별시 중랑구 면목동 89-21 마트 ,3.3,기타 휴게음식점
휴게음식점,2017-04-14,엠앤디푸드(M&D Food),"서울특별시 중랑구 면목로58길 22, 1층 (면목동)",서울특별시 중랑구 면목동 409-3 ,28.56,기타 휴게음식점
휴게음식점,2017-06-22,GS25 중랑동부점,"서울특별시 중랑구 신내로7가길 31, 상가동 104,105호 (상봉동, 동부아파트)",서울특별시 중랑구 상봉동 495 동부아파트 ,3.3,기타 휴게음식점
휴게음식점,2017-09-29,로기스커피,"서울특별시 중랑구 겸재로 172-1, 1층 (면목동)",서울특별시 중랑구 면목동 117-35 ,43.52,커피숍
휴게음식점,2018-01-08,세븐일레븐신내참좋은점,"서울특별시 중랑구 용마산로117길 8, 1층 102호 (신내동, 동광오뜨빌)",서울특별시 중랑구 신내동 800 동광오뜨빌 ,3.3,기타 휴게음식점
휴게음식점,2018-01-09,실버카페,"서울특별시 중랑구 봉우재로65가길 18, 안산경로당 1층 (망우동)",서울특별시 중랑구 망우동 461-32 안산경로당 ,47.74,커피숍
휴게음식점,2018-01-15,그옛날왕만두,"서울특별시 중랑구 봉우재로 42, 1층 (면목동)",서울특별시 중랑구 면목동 180-36 ,13.22,기타 휴게음식점
휴게음식점,2018-01-19,세븐일레븐묵동자이점,"서울특별시 중랑구 동일로 932, 2동 101호 (묵동, 묵동자이아파트)",서울특별시 중랑구 묵동 170-1 묵동자이아파트 ,3.3,일반조리판매
휴게음식점,2018-01-23,GS25면목서일2점,"서울특별시 중랑구 용마산로96길 35, 유마트 1층 (망우동)",서울특별시 중랑구 망우동 436-27 유마트 ,6.6,기타 휴게음식점
휴게음식점,2018-01-24,이마트24중랑우림점,"서울특별시 중랑구 봉우재로 239, 천우빌딩 1층 103호 (망우동)",서울특별시 중랑구 망우동 461-1 천우빌딩 ,6.6,기타 휴게음식점
휴게음식점,2018-02-01,GS25묵동사자점,"서울특별시 중랑구 중랑역로 239, 명사약국 1층 (묵동)",서울특별시 중랑구 묵동 233-106 명사약국 ,3.3,기타 휴게음식점
휴게음식점,2018-02-02,지에스25신내새한점,"서울특별시 중랑구 용마산로 616, 1층 111호 (신내동, 새한아파트)",서울특별시 중랑구 신내동 795 새한아파트 ,3.3,편의점
휴게음식점,2018-02-07,개인공간,"서울특별시 중랑구 송림길 12, 1층 (신내동)",서울특별시 중랑구 신내동 495-35 ,51.29,커피숍
휴게음식점,2018-02-08,씨유상봉무지개점,"서울특별시 중랑구 상봉중앙로 62, 1층 (상봉동)",서울특별시 중랑구 상봉동 300-2 ,6.6,기타 휴게음식점
휴게음식점,2018-02-14,자미당,"서울특별시 중랑구 봉화산로54길 36, C동 1층 (신내동)",서울특별시 중랑구 신내동 409-4 ,26.4,커피숍
휴게음식점,2018-02-20,팡그루,"서울특별시 중랑구 면목로42길 11, 1층 (면목동)",서울특별시 중랑구 면목동 616-33 ,53.08,커피숍
휴게음식점,2018-02-21,씨유중랑망우로점,"서울특별시 중랑구 망우로66길 50, 1층 (망우동)",서울특별시 중랑구 망우동 464-1 ,3.3,편의점
휴게음식점,2018-02-23,찌개사랑,"서울특별시 중랑구 상봉로20길 35, 1층 (망우동)",서울특별시 중랑구 망우동 517-26 ,26.64,기타 휴게음식점
휴게음식점,2018-02-27,GS25신내9단지점,"서울특별시 중랑구 신내로 127, 상가1동 (신내동, 신내9단지신내아파트)",서울특별시 중랑구 신내동 657 신내9단지신내아파트 ,60.48,기타 휴게음식점
휴게음식점,2018-03-02,종로강남한의원식품사업부더쌍화,"서울특별시 중랑구 동일로143길 19, 제일프라자 1층 11호 (중화동)",서울특별시 중랑구 중화동 307-1 제일프라자 ,15.45,다방
휴게음식점,2018-03-05,슬로워커피,"서울특별시 중랑구 신내로7가길 19, 1층 (상봉동)",서울특별시 중랑구 상봉동 495-7 ,9.69,커피숍
휴게음식점,2018-03-09,머꼬가자,"서울특별시 중랑구 공릉로12가길 55, 1층 (묵동)",서울특별시 중랑구 묵동 154-8 ,21.12,기타 휴게음식점
휴게음식점,2018-03-15,어느날오늘,"서울특별시 중랑구 봉화산로30길 98, 1층 102호 (상봉동, 삼성팰리스)",서울특별시 중랑구 상봉동 314-69 삼성팰리스 ,24.8,커피숍
휴게음식점,2018-03-19,목(MOK),"서울특별시 중랑구 용마공원로5길 11, 1층 (망우동)",서울특별시 중랑구 망우동 405-24 ,26.4,커피숍
휴게음식점,2018-03-20,서일매점,"서울특별시 중랑구 상봉로 7, 서일타운 지하2층 (면목동)",서울특별시 중랑구 면목동 68-2 서일타운 ,3.5,일반조리판매
휴게음식점,2018-03-22,이마트24면목행복나눔점,서울특별시 중랑구 동일로 689 (주)근영 1층 (면목동),서울특별시 중랑구 면목동 183-1 (주)근영 ,3.3,편의점
휴게음식점,2018-03-26,제일분식,"서울특별시 중랑구 동일로143길 49, 1층 (중화동)",서울특별시 중랑구 중화동 309-96 ,25.9,기타 휴게음식점
휴게음식점,2018-03-27,신금이마트상봉점,"서울특별시 중랑구 상봉로 118, E-마트 상봉점 1층 (망우동)",서울특별시 중랑구 망우동 506-1 E-마트 상봉점 ,30,기타 휴게음식점
휴게음식점,2018-03-29,샐러데이(Saladay)중랑세무서점,"서울특별시 중랑구 겸재로3길 22, 청라음악학원 1층 (면목동)",서울특별시 중랑구 면목동 177-146 청라음악학원 ,26,커피숍
휴게음식점,2018-04-06,씨유망우경남점,"서울특별시 중랑구 양원역로 37, 1층 (망우동, 경남아파트)",서울특별시 중랑구 망우동 226 경남아파트 ,3.3,편의점
휴게음식점,2018-04-06,루쏘팩토리,,서울특별시 중랑구 면목동 1031-22 면목동 겸재 작은도서관 중랑천 산책로 행사장 부근 ,8,푸드트럭
휴게음식점,2018-04-06,(주)루쏘팩토리,,서울특별시 중랑구 면목동 1031-22 겸재 작은도서관 중랑천 산책로 행사장 부근(중랑천 체육둔치) ,8,푸드트럭
휴게음식점,2018-04-11,카페굿업(cafe good up),"서울특별시 중랑구 면목로66길 11, 1층 (면목동)",서울특별시 중랑구 면목동 108-2 ,19.8,커피숍
휴게음식점,2018-04-11,씨유중랑진선미점,"서울특별시 중랑구 중랑천로 224, 1층 (중화동)",서울특별시 중랑구 중화동 332-94 ,6.6,편의점
휴게음식점,2018-04-12,오렌지라떼(Orange latte),"서울특별시 중랑구 중랑역로 205, 1층 (묵동)",서울특별시 중랑구 묵동 240-1 ,27,커피숍
휴게음식점,2018-04-19,GS25 용마행복,"서울특별시 중랑구 용마산로 310, 101동 B02호 (면목동, 성진듀얼팰리스 2차)",서울특별시 중랑구 면목동 527-39 성진듀얼팰리스 2차 ,6.6,편의점
휴게음식점,2018-04-19,cu중랑면목로점,"서울특별시 중랑구 면목로56길 73, 1층 (면목동)",서울특별시 중랑구 면목동 402-4 ,6.6,편의점
휴게음식점,2018-04-19,cu중화으뜸점,"서울특별시 중랑구 봉화산로30길 55, 대우할인마트 1층 (중화동)",서울특별시 중랑구 중화동 154-23 대우할인마트 ,3.3,편의점
휴게음식점,2018-04-19,cu중랑경찰서점,"서울특별시 중랑구 중랑역로 147, 새서울태권도아카데미 1층 (묵동)",서울특별시 중랑구 묵동 246-39 새서울태권도아카데미 ,3.3,편의점
휴게음식점,2018-04-19,커피발아,"서울특별시 중랑구 동일로 826, 1층 (중화동)",서울특별시 중랑구 중화동 283-11 ,30,편의점
휴게음식점,2018-04-19,지에스25(GS25) 상봉주한,"서울특별시 중랑구 면목로 476, 1층 (상봉동)",서울특별시 중랑구 상봉동 107-26 ,3.3,편의점
휴게음식점,2018-04-23,씨유묵동드림점,"서울특별시 중랑구 동일로 852, 1층 (묵동)",서울특별시 중랑구 묵동 182-21 ,6.6,편의점
휴게음식점,2018-04-23,달꿈남매,"서울특별시 중랑구 겸재로 164, 1층 (면목동)",서울특별시 중랑구 면목동 118-1 ,45,커피숍
휴게음식점,2018-04-25,착한김밥,"서울특별시 중랑구 공릉로12가길 46-11, 1층 (묵동)",서울특별시 중랑구 묵동 153-32 ,29,일반조리판매
휴게음식점,2018-04-26,미니스톱신내점,"서울특별시 중랑구 봉화산로 217, 부영빌딩 103호 (신내동)",서울특별시 중랑구 신내동 613-71 부영빌딩 ,10,편의점
휴게음식점,2018-04-27,비원pc방,"서울특별시 중랑구 면목로 352, 지하1층 (면목동)",서울특별시 중랑구 면목동 458-1 ,10,기타 휴게음식점
휴게음식점,2018-04-27,씨유면목사랑점,"서울특별시 중랑구 용마산로94길 65, 1층 (면목동)",서울특별시 중랑구 면목동 25-6 ,6.6,편의점
휴게음식점,2018-04-30,토스맘,"서울특별시 중랑구 면목로27가길 14, 1층 (면목동)",서울특별시 중랑구 면목동 370-38 ,26.4,기타 휴게음식점
휴게음식점,2018-04-30,씨유혜원사거리점,"서울특별시 중랑구 상봉로 90, 연평도해물탕 1층 (망우동)",서울특별시 중랑구 망우동 517-47 연평도해물탕 ,3.3,편의점
휴게음식점,2018-05-01,카페글로리,"서울특별시 중랑구 용마산로118길 95, 1층 (망우동)",서울특별시 중랑구 망우동 146-43 ,32.78,커피숍
휴게음식점,2018-05-02,라온(Raon),"서울특별시 중랑구 공릉로12나길 12, 1층 103호 (묵동, 봉화빌딩)",서울특별시 중랑구 묵동 77-33 봉화빌딩 ,23.4,떡카페
휴게음식점,2018-05-11,스시화,,서울특별시 중랑구 중화동 345-1 중화체육공원 ,10,푸드트럭
휴게음식점,2018-05-16,엔플세븐,"서울특별시 중랑구 망우로 439, 연운빌딩 지하1층 (망우동)",서울특별시 중랑구 망우동 358-5 연운빌딩 ,19.8,기타 휴게음식점
휴게음식점,2018-05-18,커피(coffee)봄이오면,"서울특별시 중랑구 면목로73길 31, 1층 (면목동)",서울특별시 중랑구 면목동 119-16 ,44.23,기타 휴게음식점
휴게음식점,2018-05-21,두루두루베이비카페,"서울특별시 중랑구 동일로154길 17, 1층 (묵동)",서울특별시 중랑구 묵동 122-206 ,123,기타 휴게음식점
휴게음식점,2018-05-23,카페102,"서울특별시 중랑구 상봉로1길 9, 1층 (면목동)",서울특별시 중랑구 면목동 67-25 ,26.4,커피숍
휴게음식점,2018-05-23,메종드델리스,"서울특별시 중랑구 중랑천로 164, 1층 (중화동)",서울특별시 중랑구 중화동 328-45 ,29.75,기타 휴게음식점
